FSC-A,FSC-H,SSC-A,FITC-A,PE-A,PerCP-Cy5.5-A,PE-Cy7-A,APC-A,APC-R700-A,APC-Cy7-A,V450-A,V500-C-A,Population
62092,41842,16238,2334,89,42,-29,15,35,1413,22778,8198,Mature B Cells
72763,52712,23413,1033,25,167,49,60,2440,36,143,4719,T and NK Cells
158071,95196,76996,2400,273,357,10,4269,-39,44,358,899,"Myelocyte, Metamyelocytes and Band Cells"
89920,53174,40029,7382,17751,-228,-30,15180,-114,-92,7918,6814,Mature Monocytes
69935,46860,35953,4109,3923,142,186,8721,93,308,2238,1633,Mature Monocytes
103928,76758,99473,1781,9037,1853,130,85,98,40,3009,6023,Eosinophils
76993,54327,42107,4647,2361,16228,1328,1326,-794,-155,7996,1776,Normal Myeloid Precursors
158958,80940,147236,14670,35792,958,6087,21756,186,578,16131,6224,Promyelocytes
90786,58588,100043,772,14896,230,178,718,88,74,171,4120,Segmented Neutrophils
67063,39346,38126,5645,16305,20753,6471,4158,41,139,12917,1535,Residual Leukemic Cells
143034,85749,79030,10218,9636,48223,12297,8043,-2228,384,52656,3537,Normal Myeloid Precursors
115856,73893,76653,1117,348,302,72,2854,9,71,372,2414,"Myelocyte, Metamyelocytes and Band Cells"
33466,26075,4518,9719,6,-4,24,10,15,2484,4436,1792,B Cell Precursors
65960,51008,19051,396,11216,-156,32,1371,-40,106,2942,4467,Mature Monocytes
100142,59306,54139,3110,51,386,3571,105,40,-56,385,670,Erythroid Precursors
101089,65318,36948,95701,711,3294,914,542,7177,299,439,2351,Plasma Cells
112063,66918,71107,846,989,550,110,1778,0,1,262,592,"Myelocyte, Metamyelocytes and Band Cells"
87987,53896,80337,427,12658,-147,83,1509,90,4,274,2237,Segmented Neutrophils
22471,18089,5548,106,21,113,0,-4,0,20,-11,209,Erythroid Cells
79799,47072,18475,7482,323,1125,57,2089,-3,1,4527,2624,Plasmacytoid Dendritic Cells
38288,29450,9473,1023,145,98,-2,65,-40,34,-20,9063,T and NK Cells
56917,39963,14243,4431,-80,655,93,499,42,-1,4916,2006,Plasmacytoid Dendritic Cells
28514,18702,6669,1116,22,32,53,-33,53,-69,-29,3135,T and NK Cells
93173,58971,23147,2266,124,272,145,660,696,-22,20124,5102,Plasmacytoid Dendritic Cells
161872,95626,253888,5624,695,1507,275,3536,370,242,1333,3983,Eosinophils
74898,45800,62506,10259,840,122,369,6807,95,195,1334,1716,Monoblasts and Promonocytes
88855,60348,86304,706,12536,263,29,1866,153,-10,207,2861,Segmented Neutrophils
101167,58779,89973,675,3985,70,42,1413,93,30,279,1993,Segmented Neutrophils
25219,18863,7522,485,30,147,-43,-43,66,2223,35561,6192,Mast Cells
86163,50195,42694,5707,6259,473,133,8960,-125,278,1350,4926,Monoblasts and Promonocytes
102635,48587,37904,821,225,147,1277,27,114,-29,557,270,Erythroid Precursors
35726,25334,6736,200,1,64,16,-4,5,10,-14,88,Erythroid Cells
67350,42231,27327,3285,2614,5577,4442,4502,-14,-18,3936,481,Residual Leukemic Cells
66075,50928,8523,734,-28,-30,20,124,0,22,811,2862,T and NK Cells
58179,39599,16170,14486,-90,175,-95,-10,-12,1710,4310,8439,B Cell Precursors
113404,73316,34915,3532,159,480,10,12784,-136,-75,3939,6305,Monoblasts and Promonocytes
164859,105792,164387,2280,6532,1784,162,449,178,8,1928,6530,Eosinophils
36648,29230,6505,211,46,55,-30,-2,-35,29,14,69,Erythroid Cells
40099,28728,9676,17235,-23,-37,95,174,-13,2332,18342,7718,B Cell Precursors
43543,36107,4417,9493,228,46,-23,27,22,1108,2318,1842,B Cell Precursors
47121,30421,22056,26634,7233,69,22176,1676,62,-223,104,1638,Mast Cells
135305,83537,55703,42481,12653,24370,34054,2096,88,912,56626,1958,Normal Myeloid Precursors
64016,46594,15909,1742,57,169,16,-32,261,16,-24,2083,T and NK Cells
103352,57558,41310,3137,244,168,4439,159,-1,-14,1000,1162,Erythroid Precursors
101367,62326,44259,10413,392,741,11649,229,2,-201,3184,1369,Erythroid Precursors
86417,56812,40658,1005,169,321,20,1040,113,71,635,1218,"Myelocyte, Metamyelocytes and Band Cells"
43280,27568,18659,7547,117,2263,6266,2656,58,80,21235,1957,Residual Leukemic Cells
63222,41428,26661,12552,381,1213,642,1669,9,-6,14395,2288,Plasmacytoid Dendritic Cells
46826,29998,13591,1989,12,15,4,-30,11,71,142,12942,T and NK Cells
110619,72073,52180,3639,15869,351,-45,11884,-29,233,10401,7546,Mature Monocytes
88513,63154,16460,3812,3782,707,490,2441,48,3,77,1821,Basophils
25217,19703,4695,129,106,118,-18,78,-16,13,176,126,Erythroid Cells
106653,64498,84375,850,25128,326,242,817,83,51,340,4925,Segmented Neutrophils
47690,34083,12815,817,5,337,-105,-19,37,3681,34148,5818,Mast Cells
25285,14901,9548,536,15,98,58,-29,-18,5348,21923,9308,Mast Cells
89609,57343,31363,12768,276,4733,904,1941,65,144,79270,6337,Residual Leukemic Cells
111392,66840,72454,5192,11637,253,803,1867,17,-73,295,1656,Promyelocytes
93481,64369,34252,2129,32144,1015,362,5226,72,-61,14250,6582,Mature Monocytes
120349,73051,106146,916,8594,530,245,835,104,-22,196,1305,Segmented Neutrophils
118771,66752,44127,5287,442,490,8038,78,42,123,162,698,Erythroid Precursors
87799,44097,99194,5914,9091,306,1290,848,79,-47,327,1395,Promyelocytes
37145,27467,10628,91,84,147,-22,-2,-1,1999,14963,5893,Mast Cells
77696,53023,15286,7987,4,1461,82,1354,-15,31,4949,2643,Plasmacytoid Dendritic Cells
123270,88500,93952,812,16832,231,386,2917,85,49,185,4544,Segmented Neutrophils
96548,59145,29427,92140,500,-65,-52,-39,42,702,1156,4276,Plasma Cells
46963,33894,9203,483,3933,15553,256,155,-60,53,1098,801,Residual Leukemic Cells
26162,19925,4997,6722,-48,4822,186,-33,28,712,3022,633,B Cell Precursors
69473,43234,54266,7508,29584,1211,6195,7701,9,13,858,2986,Residual Leukemic Cells
54667,32693,52770,3657,8752,300,4190,637,341,-56,1033,775,Residual Leukemic Cells
184631,101414,61165,14138,21386,5007,2552,16254,-288,35,509,3472,Residual Leukemic Cells
30412,21617,6734,11273,-5,-69,71,-18,35,1390,10456,1567,B Cell Precursors
96699,58639,115840,961,23397,388,98,1340,115,-185,117,4558,Segmented Neutrophils
36718,26515,9957,228,-33,318,193,24,-28,4488,52154,9052,Mast Cells
78895,45317,75521,6305,35453,735,2214,2238,2,45,946,1903,Promyelocytes
74885,57978,17716,91,68,63,6,31,27,-5,38,3756,T and NK Cells
119646,66916,52335,53376,454,1313,1264,916,26319,585,660,3292,Plasma Cells
50622,34993,6385,40,-1,36,132,5,18,-15,43,113,Erythroid Cells
78184,47165,42817,3716,2164,-488,105783,13538,-256,840,1056,1574,Mast Cells
70801,37465,44116,5205,2540,350,4502,5235,54,-55,18,2732,Basophils
42717,32968,9108,2072,3,43,22,0,24,8,468,3904,T and NK Cells
90923,57312,31386,4869,458,352,30787,1883,30,-316,2900,649,Erythroid Precursors
50053,35730,15340,1083,110,48,113,98,26,2959,58325,7036,Mature B Cells
96295,66322,39972,4616,1745,241,-15,1137,47,-95,3176,3171,Mature Monocytes
136750,91153,36795,7432,7834,222,3111,13057,-301,-91,189,3807,Basophils
81116,58437,15475,2180,-65,1194,84,924,2,7,86409,1677,Plasmacytoid Dendritic Cells
84179,51348,64382,768,6832,-370,80,741,31,36,125,1396,"Myelocyte, Metamyelocytes and Band Cells"
26818,15650,8386,1022,252,228,-38,65,45,-45,60,156,Erythroid Cells
88584,50498,46586,5328,187,315,98,12390,235,160,10183,4485,Monoblasts and Promonocytes
30082,20401,18034,9645,327,3743,1130,397,9,3,7629,1890,Erythroid Precursors
135696,87444,101833,965,6500,53,222,1441,35,-37,524,4345,"Myelocyte, Metamyelocytes and Band Cells"
79504,62043,19347,4112,979,304,5471,4237,60,78,318,3083,Basophils
122111,63803,26316,156536,519,982,320,-48,250,2245,-65,4760,Plasma Cells
86678,67373,15982,2135,46,152,-32,-13,32,-76,1069,12925,T and NK Cells
61408,39138,25481,21123,8,277,-18,140,-40,539,13792,3427,Plasma Cells
38882,28908,7664,166,-2,113,79,6,48,-24,38,103,Erythroid Cells
88584,54946,27575,1681,179,497,4092,95,187,-117,383,806,Erythroid Precursors
109688,80900,84527,777,4597,216,361,1257,-67,30,115,3402,Segmented Neutrophils
81352,47002,48019,1537,217,7723,14896,680,4185,-3,133843,5267,Residual Leukemic Cells
83910,58667,18042,2320,56,392,-53,256,-63,60,1727,2412,Plasmacytoid Dendritic Cells
90542,59573,45356,7296,1500,500,-28,5132,-40,124,57810,3056,Monoblasts and Promonocytes
61263,44213,14647,1870,76,-34,145,1,18,1785,11318,4597,Mature B Cells
122041,77278,37927,197791,866,446,498,-83,-7,2262,382,4707,Plasma Cells
33212,25795,6223,97,66,76,40,-39,73,-21,46,187,Erythroid Cells
113904,68417,175943,1108,19665,249,73587,14865,122,581,1878,8484,Mast Cells
113582,75147,120904,1035,5943,494,121,522,104,-9,319,3553,"Myelocyte, Metamyelocytes and Band Cells"
85637,51567,84316,610,7201,20,16,1088,54,87,214,1714,Segmented Neutrophils
65613,41013,39603,6253,2463,26363,-1149,1829,-1172,-113,10692,3530,Normal Myeloid Precursors
52029,38186,13370,2141,-16,45,-3,21,-26,1119,38147,7154,Mature B Cells
60348,45566,24511,13579,1775,245,266,516,-23,1,292,2783,Basophils
49415,39403,14073,1684,71,-23,20,45,2233,15,329,9240,T and NK Cells
55315,33609,32548,11508,113,201,22,4492,-182,24,9255,2480,Monoblasts and Promonocytes
41975,29288,10338,7611,62,89,52,-12,-21,795,10060,5865,B Cell Precursors
54932,35345,34703,9482,3789,9411,582,591,-396,14,17690,1646,Normal Myeloid Precursors
116845,66063,45179,139565,-181,758,256,-17,-7,766,1335,-377,Plasma Cells
24974,18201,4293,6476,39,227,-3,-20,50,1024,9940,1346,B Cell Precursors
93681,64214,11337,368,81,177,-10,15,13,0,112,256,Erythroid Cells
40697,29938,6737,1232,12,46,-45,28,25,2643,3004,3894,Mature B Cells
134097,88840,107354,932,5726,214,81,771,52,-43,86,1643,Segmented Neutrophils
114241,72610,73347,1214,116,205,45,912,80,20,254,308,"Myelocyte, Metamyelocytes and Band Cells"
61660,46294,14886,156,46,125,43,49,26,-32,79,2845,T and NK Cells
62498,49038,10852,6901,2347,106,630,1999,-8,34,389,1984,Basophils
62544,41087,19130,270,5418,389,-1,1444,27,9,4071,2813,Basophils
59223,38095,25381,1219,5929,91,215,6581,68,-69,7430,4967,Mature Monocytes
136266,87130,262143,2173,2778,1345,190,664,39,64,1090,3301,Eosinophils
91959,61163,45516,443,2774,-53,66592,13474,-139,-224,210,1519,Mast Cells
125087,82193,39630,5783,226,435,177,1534,5710,130,27271,1549,Monoblasts and Promonocytes
40721,26728,24198,4572,3090,18275,7176,832,5,182,6579,961,Residual Leukemic Cells
139841,92142,79811,732,4940,156,184,654,62,113,455,3555,"Myelocyte, Metamyelocytes and Band Cells"
97802,59709,69351,554,3684,304,104,2292,245,46,263,2627,"Myelocyte, Metamyelocytes and Band Cells"
70037,47849,22739,3062,186,981,53,65,-9,23,11081,4398,Plasmacytoid Dendritic Cells
141818,91806,196007,2947,3914,2859,104,503,140,64,1938,6413,Eosinophils
68344,40885,28463,5325,5392,10277,5655,7549,-264,5,34092,1480,Normal Myeloid Precursors
103681,64768,85334,7286,7498,21406,12997,3108,-1055,70,107504,1873,Normal Myeloid Precursors
106638,60693,43182,2591,347,488,8188,41,376,-57,942,1202,Erythroid Precursors
50804,31393,14987,11189,3897,15936,4761,1133,-79,-71,23018,1129,Normal Myeloid Precursors
73809,47972,16753,10512,11,55,19,61,42,2379,34411,4093,B Cell Precursors
136618,82857,32975,3009,1458,206,30,1746,99,-34,15657,1794,Residual Leukemic Cells
64581,37806,22800,3511,8030,13,3014,2362,-19,-14,11084,550,Residual Leukemic Cells
74374,52892,15717,6029,30806,1152,-75,1933,-14,-40,-86,1812,Basophils
153198,83731,51612,7826,265,8122,13766,510,-23,-273,19114,1498,Erythroid Precursors
74011,45247,45349,2170,43605,1123,-225,7446,84,63,25359,9253,Mature Monocytes
52046,39074,8740,73,14,83,4,40,21,13,154,8604,T and NK Cells
41959,30424,10244,409,32,36,613,57,130,-58,3590,7787,T and NK Cells
58988,37057,29255,13797,226,3154,5666,4978,644,-105,6066,3324,Residual Leukemic Cells
16327,11327,4122,135,19,30,49,58,-15,6,20,77,Erythroid Cells
67522,40591,36389,3833,4278,-39,-1,7123,-112,-94,1907,3465,Mature Monocytes
46358,32695,10898,910,-20,70,-19,-10,24,24,554,9427,T and NK Cells
100178,61738,73887,660,9144,-39,189,1534,123,-2,118,967,Segmented Neutrophils
41637,30994,8005,411,42,19,60,-12,80,-85,96,7638,T and NK Cells
190738,111839,262143,1714,2768,1065,165,1675,-38,131,962,3065,Eosinophils
121400,69089,99310,1584,854,223,105,1797,89,76,802,1566,"Myelocyte, Metamyelocytes and Band Cells"
72504,40944,24908,880,110,222,220,-4,34,-28,60,481,Erythroid Precursors
115296,76617,55463,1407,161,210,156,3182,-13,72,442,766,"Myelocyte, Metamyelocytes and Band Cells"
48973,40232,8783,1937,24,131,3339,1444,15,77,-23,4913,Mast Cells
80399,49299,38091,23335,533,8253,8346,809,-103,174,13612,2361,Plasmacytoid Dendritic Cells
57745,41937,11226,159,-10,531,203,-39,106,88,122,7268,T and NK Cells
57907,46135,15161,1685,-106,-36,162,279,7033,161,-34,9501,T and NK Cells
185292,98116,165707,5353,11823,1044,1417,2747,211,115,585,1732,Promyelocytes
65595,40683,55434,6816,51707,921,994,4209,-28,191,2511,1026,Promyelocytes
35917,26089,6418,12691,-40,5082,53,-32,8,986,940,943,B Cell Precursors
46937,37258,10984,1281,4,81,18,-8,25,1498,9201,5901,Mature B Cells
80475,50420,61953,7229,1969,1639,184807,35168,2070,240,991,2528,Mast Cells
95848,66397,35443,7844,9544,5366,675,1000,-291,21,7006,1804,Normal Myeloid Precursors
39797,30379,5816,8008,-46,110,14,-10,28,1696,8589,2535,B Cell Precursors
21953,16284,7865,8555,112,130,69,12,14,2222,10515,1659,B Cell Precursors
61991,32077,25048,977,144,89,888,0,82,-75,1070,298,Erythroid Precursors
162175,108606,218504,1984,2179,1323,39,425,163,129,1997,4039,Eosinophils
30072,23338,4784,7205,73,3484,-187,23,21,1170,4617,203,B Cell Precursors
57092,37100,25757,1162,3034,108,-70,3591,-56,12,-50,2721,Basophils
69348,59173,12842,2070,83,780,216,49,162,386,1177,16057,B Cell Precursors
54335,31581,21220,8832,257,6687,-264,11,4,31,17967,542,B Cell Precursors
38194,29372,7044,383,-7,59,8,102,-55,3244,8234,4435,Mature B Cells
148221,92342,114368,18398,24100,2145,2511,3559,-97,-45,400,3761,Residual Leukemic Cells
66290,42798,24189,1021,1916,18186,3296,8409,-315,-24,23658,2858,Normal Myeloid Precursors
47713,32644,12572,1113,2416,12157,4235,808,-12,-165,3146,1011,Normal Myeloid Precursors
103733,57342,105723,963,3467,437,109,1987,125,77,259,2133,"Myelocyte, Metamyelocytes and Band Cells"
46573,25838,17218,663,105,137,1219,4,23,13,187,652,Erythroid Precursors
146063,88862,165496,908,2063,841,151,768,262,182,1195,7031,Eosinophils
76721,56673,27675,13396,10861,562,-5,2986,0,31,-10,3202,Basophils
78089,51295,55691,3646,2463,141,141,5299,-70,-79,3321,3305,Mature Monocytes
169747,102599,101484,1086,3896,425,14,1205,-96,-13,477,2458,Segmented Neutrophils
68059,46846,22112,8477,1248,245,239,1375,25,38,181,2882,Basophils
105648,73412,53430,17519,29761,707,-17,5203,-3,1,292,2830,Promyelocytes
102087,56274,35982,70579,2,148,-3,-53,33,747,-80,2062,Plasma Cells
71090,46866,21640,9022,181,501,519,2895,-44,-23,6580,2394,Plasmacytoid Dendritic Cells
154951,110312,121134,7904,7429,424,242,4328,44,-33,570,1682,Promyelocytes
81779,72582,10208,147,-31,91,36,27,16,50,78,62,Erythroid Cells
129206,80118,65510,873,507,353,185,2427,83,217,361,1180,"Myelocyte, Metamyelocytes and Band Cells"
59168,43403,21626,4586,4668,11339,5089,79,47,-50,3751,1445,Normal Myeloid Precursors
93627,54387,33863,1713,178,354,154,401,-25,79,33024,5955,Plasmacytoid Dendritic Cells
104117,65657,53679,2915,195,216,60,2889,95,135,246,925,"Myelocyte, Metamyelocytes and Band Cells"
45629,31256,11450,1637,3653,269,48837,315,76,-732,-8,518,Mast Cells
29408,16752,11499,7223,138,470,51,-14,87,1514,23483,1609,B Cell Precursors
63485,36937,48764,6779,5816,405,866,2670,60,56,518,869,Promyelocytes
90411,58946,31108,930,5113,203,4,3713,-155,26,24212,7022,Mature Monocytes
134791,87944,122222,1115,6146,302,24,1234,109,-8,237,4126,Segmented Neutrophils
156563,84507,75587,4944,959,397,630,6542,94,65,95819,2638,Monoblasts and Promonocytes
133871,64784,52467,3722,282,614,2549,148,106,1,799,931,Erythroid Precursors
63934,35090,38558,3868,11056,68848,17561,5225,54,586,13830,1865,Residual Leukemic Cells
85219,44321,43146,14081,1442,511,110,7029,-49,48,8146,5220,Monoblasts and Promonocytes
81649,44863,29581,6312,1225,516,-14,10580,-262,78,3890,1750,Mature Monocytes
37833,29838,10395,5980,-64,33,48,72,-27,2305,3756,1153,B Cell Precursors
59329,41332,23452,12054,-99,-36,149,10,1959,67,741,9126,T and NK Cells
105082,62125,50597,7513,9515,81,63,9515,891,487,6773,4306,Mature Monocytes
76069,60363,14274,94,29,66,-6,-17,-2,15,1556,4846,T and NK Cells
176226,104696,43931,3143,104,339,53,718,3132,-373,54996,4252,Residual Leukemic Cells
84231,45888,36341,878,176,253,683,36,47,-11,163,343,Erythroid Precursors
109098,71435,31494,118354,8,881,265,-80,-22,1124,166,2749,Plasma Cells
93200,58046,143591,764,26715,246,110,930,122,-63,327,4773,Segmented Neutrophils
89685,55332,25588,4605,254,789,8275,103,99,-101,3189,982,Erythroid Precursors
138565,93265,58427,1045,566,286,163,975,186,100,966,2025,"Myelocyte, Metamyelocytes and Band Cells"
59759,42226,17606,9253,-57,53,17,667,8,-12,179,1938,Residual Leukemic Cells
101029,65101,126119,633,22669,498,6,1245,12,84,223,5064,Segmented Neutrophils
68205,46125,25620,88245,128,538,105,295,-14,283,2650,4361,Plasma Cells
44183,30001,9471,8555,95,941,-18,36,60,675,3776,1265,B Cell Precursors
73381,39555,50388,4838,5720,11265,4838,3991,-591,-236,27875,1905,Normal Myeloid Precursors
102163,66823,30098,156727,599,347,10,68,-23,1237,68,4825,Plasma Cells
153419,78355,46567,4171,3146,503,3324,2686,-105,122,18787,985,Residual Leukemic Cells
57682,32287,27858,86136,-82,401,347,26,75,3132,165,2939,Plasma Cells
64391,46062,17387,705,4178,6534,2098,1260,520,99,11401,1690,Residual Leukemic Cells
88914,53737,29945,6969,3982,97,6416,3090,-115,-11,24992,1116,Residual Leukemic Cells
82197,49129,58445,7289,4968,36140,325,6029,-2074,-302,39660,2263,Normal Myeloid Precursors
62137,40264,33224,8506,24698,6358,1611,3076,180,-101,35,2114,Residual Leukemic Cells
91713,60661,21465,930,8111,28557,5099,755,247,-7,13905,1210,Residual Leukemic Cells
97157,62201,65638,728,4878,387,82,764,36,3,428,1261,Segmented Neutrophils
52629,40433,9367,4558,-43,76,11,0,-18,562,12427,5046,Mature B Cells
73229,50600,33035,3721,2395,45964,13454,1459,-68,-115,20567,1350,Residual Leukemic Cells
15287,13268,2766,4742,84,125,199,231,99,948,3744,1297,B Cell Precursors
97116,60371,61851,7168,2233,832,34,16076,1142,63,7044,5099,Monoblasts and Promonocytes
55715,39405,19691,17503,17007,479,9087,1231,-34,-173,31,1621,Mast Cells
96132,62878,55637,5490,1739,133,150,6695,7,68,24437,4929,Monoblasts and Promonocytes
41888,29259,11103,824,-36,-7,-18,-27,-5,2000,10130,7352,Mast Cells
86687,56655,30471,6442,914,-39,30,1481,44,74,4757,1840,Monoblasts and Promonocytes
172643,108624,209204,2366,8874,3496,1219,427,495,347,2834,11332,Eosinophils
102357,63729,24827,86224,37,-69,47,-8,87,838,214,4206,Plasma Cells
42045,26273,30861,2650,1616,10525,5311,6635,62,167,3600,2245,Residual Leukemic Cells
148963,68728,85790,8827,40665,1290,14117,3568,52,-68,5127,764,Promyelocytes
156927,86392,206327,3711,10191,2305,85,3188,133,-67,4720,6431,Eosinophils
117655,68265,51569,11646,-31,45,0,5271,-206,-73,19904,2532,Monoblasts and Promonocytes
92047,62762,24592,15450,2504,524,20,5825,-94,51,407,3531,Basophils
79349,60686,12415,110,-11,13,92,-36,222,61,193,4246,T and NK Cells
48466,27772,20800,6560,8274,23493,5338,3052,-13,41,6560,1302,Residual Leukemic Cells
72112,41142,25352,63322,132,166,-6,18,0,1323,634,1551,Plasma Cells
54547,39749,16582,105,136,28,-25,0,-7,1791,43519,5018,Mast Cells
38049,33272,5904,73,-2,33,16,13,0,48,-25,50,Erythroid Cells
183666,100933,78322,2175,378,480,414,1575,193,48,1050,871,"Myelocyte, Metamyelocytes and Band Cells"
141092,76415,143241,3487,2833,891,404,2718,349,238,750,2702,"Myelocyte, Metamyelocytes and Band Cells"
62000,32172,63257,3928,7829,709,2865,347,111,0,260,638,Residual Leukemic Cells
61512,49856,13277,1509,57,26,74,13,15,-53,29,12555,T and NK Cells
135065,80790,99275,6569,28861,594,1917,3596,101,56,519,1297,Promyelocytes
73847,46474,47922,5623,2910,10482,1582,4406,-742,-230,26412,2406,Normal Myeloid Precursors
